id,Texture_sol,Couleur_sol,Type_irrigation,Hauteur_Eau,Niveau_Engrais,Temperature_Actuelle,Densite_Tilapia_Are
1560,Argileux (Madity),Orange / Rouge,Pluvial,5,Fort (Zezika + NPK),froid,22
1561,Limoneux,Brun-Grisatre,Irrigue (Continu),8,Nul,très chaud,15
1562,Sableux,Orange / Rouge,Irrigue (Continu),18,Moyen (Zezika Omby),très chaud,37
1563,Limoneux,Brun-Grisatre,Irrigue (Continu),18,Nul,humide,28
1564,Argileux (Madity),Brun-Grisatre,Pluvial,9,Nul,très chaud,17
1565,Limoneux,Brun-Grisatre,Pluvial,7,Nul,très chaud,10
1566,Limoneux,Orange / Rouge,Irrigue (Continu),9,Moyen (Zezika Omby),tres froid,28
1567,Limoneux,Noiratre (Rich),Irrigue (Continu),9,Moyen (Zezika Omby),tres froid,33
1568,Sableux,Orange / Rouge,Irrigue (Continu),10,Fort (Zezika + NPK),humide,39
1569,Sableux,Orange / Rouge,Irrigue (Continu),17,Moyen (Zezika Omby),tres froid,27
1570,Argileux (Madity),Orange / Rouge,Irrigue (Continu),11,Fort (Zezika + NPK),chaud,47
1571,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),12,Moyen (Zezika Omby),tres froid,34
1572,Argileux (Madity),Noiratre (Rich),Pluvial,10,Fort (Zezika + NPK),humide,39
1573,Limoneux,Orange / Rouge,Irrigue (Continu),6,Moyen (Zezika Omby),tres froid,22
1574,Sableux,Noiratre (Rich),Irrigue (Continu),16,Nul,très chaud,23
1575,Sableux,Noiratre (Rich),Irrigue (Continu),13,Moyen (Zezika Omby),froid,23
1576,Sableux,Brun-Grisatre,Irrigue (Continu),13,Nul,tres froid,10
1577,Sableux,Brun-Grisatre,Pluvial,11,Moyen (Zezika Omby),humide,10
1578,Limoneux,Brun-Grisatre,Irrigue (Continu),11,Moyen (Zezika Omby),très chaud,32
1579,Argileux (Madity),Brun-Grisatre,Pluvial,16,Fort (Zezika + NPK),chaud,50
1580,Argileux (Madity),Brun-Grisatre,Pluvial,6,Moyen (Zezika Omby),très chaud,15
1581,Sableux,Noiratre (Rich),Irrigue (Continu),6,Moyen (Zezika Omby),chaud,15
1582,Limoneux,Brun-Grisatre,Pluvial,13,Nul,froid,13
1583,Argileux (Madity),Orange / Rouge,Irrigue (Continu),12,Fort (Zezika + NPK),froid,43
1584,Argileux (Madity),Orange / Rouge,Pluvial,18,Nul,chaud,26
1585,Argileux (Madity),Brun-Grisatre,Pluvial,6,Nul,chaud,16
1586,Argileux (Madity),Brun-Grisatre,Pluvial,9,Nul,humide,12
1587,Sableux,Orange / Rouge,Irrigue (Continu),14,Nul,très chaud,18
1588,Limoneux,Noiratre (Rich),Pluvial,13,Moyen (Zezika Omby),très chaud,31
1589,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),20,Nul,tres froid,22
1590,Sableux,Orange / Rouge,Pluvial,9,Nul,tres froid,10
1591,Sableux,Noiratre (Rich),Irrigue (Continu),13,Moyen (Zezika Omby),froid,30
1592,Sableux,Noiratre (Rich),Irrigue (Continu),7,Nul,humide,25
1593,Limoneux,Orange / Rouge,Irrigue (Continu),16,Nul,très chaud,48
1594,Sableux,Brun-Grisatre,Pluvial,5,Moyen (Zezika Omby),très chaud,10
1595,Limoneux,Noiratre (Rich),Pluvial,10,Moyen (Zezika Omby),froid,22
1596,Limoneux,Brun-Grisatre,Irrigue (Continu),12,Nul,humide,23
1597,Limoneux,Brun-Grisatre,Irrigue (Continu),9,Fort (Zezika + NPK),chaud,48
1598,Sableux,Orange / Rouge,Pluvial,8,Nul,chaud,14
1599,Limoneux,Brun-Grisatre,Pluvial,19,Fort (Zezika + NPK),tres froid,17
1600,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),14,Moyen (Zezika Omby),chaud,44
1601,Limoneux,Brun-Grisatre,Pluvial,12,Moyen (Zezika Omby),froid,22
1602,Sableux,Brun-Grisatre,Pluvial,15,Nul,froid,10
1603,Sableux,Brun-Grisatre,Irrigue (Continu),18,Nul,chaud,32
1604,Argileux (Madity),Brun-Grisatre,Pluvial,12,Nul,très chaud,10
1605,Sableux,Brun-Grisatre,Pluvial,8,Moyen (Zezika Omby),chaud,33
1606,Argileux (Madity),Noiratre (Rich),Pluvial,7,Moyen (Zezika Omby),chaud,38
1607,Argileux (Madity),Orange / Rouge,Pluvial,7,Moyen (Zezika Omby),tres froid,10
1608,Argileux (Madity),Orange / Rouge,Irrigue (Continu),19,Moyen (Zezika Omby),tres froid,33
1609,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),14,Moyen (Zezika Omby),très chaud,48
1610,Limoneux,Brun-Grisatre,Irrigue (Continu),18,Fort (Zezika + NPK),chaud,50
1611,Sableux,Brun-Grisatre,Irrigue (Continu),9,Fort (Zezika + NPK),froid,23
1612,Argileux (Madity),Noiratre (Rich),Pluvial,16,Moyen (Zezika Omby),humide,36
1613,Sableux,Brun-Grisatre,Pluvial,15,Nul,froid,10
1614,Sableux,Brun-Grisatre,Irrigue (Continu),7,Fort (Zezika + NPK),froid,24
1615,Argileux (Madity),Orange / Rouge,Pluvial,16,Moyen (Zezika Omby),chaud,47
1616,Limoneux,Brun-Grisatre,Pluvial,12,Moyen (Zezika Omby),tres froid,10
1617,Limoneux,Noiratre (Rich),Irrigue (Continu),14,Fort (Zezika + NPK),humide,11
1618,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),16,Nul,humide,40
1619,Sableux,Orange / Rouge,Irrigue (Continu),10,Moyen (Zezika Omby),tres froid,22
1620,Limoneux,Orange / Rouge,Irrigue (Continu),19,Nul,humide,23
1621,Limoneux,Brun-Grisatre,Pluvial,10,Nul,très chaud,10
1622,Argileux (Madity),Brun-Grisatre,Pluvial,13,Fort (Zezika + NPK),chaud,46
1623,Limoneux,Orange / Rouge,Irrigue (Continu),12,Moyen (Zezika Omby),très chaud,30
1624,Sableux,Noiratre (Rich),Irrigue (Continu),20,Nul,tres froid,16
1625,Sableux,Noiratre (Rich),Irrigue (Continu),18,Moyen (Zezika Omby),froid,31
1626,Limoneux,Brun-Grisatre,Pluvial,15,Moyen (Zezika Omby),humide,21
1627,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),16,Fort (Zezika + NPK),chaud,50
1628,Sableux,Orange / Rouge,Pluvial,14,Moyen (Zezika Omby),très chaud,24
1629,Limoneux,Noiratre (Rich),Pluvial,7,Fort (Zezika + NPK),chaud,33
1630,Sableux,Noiratre (Rich),Pluvial,8,Nul,froid,10
1631,Limoneux,Brun-Grisatre,Irrigue (Continu),20,Moyen (Zezika Omby),froid,42
1632,Limoneux,Brun-Grisatre,Pluvial,20,Moyen (Zezika Omby),humide,27
1633,Sableux,Noiratre (Rich),Pluvial,15,Moyen (Zezika Omby),froid,10
1634,Limoneux,Orange / Rouge,Pluvial,7,Moyen (Zezika Omby),humide,17
1635,Sableux,Brun-Grisatre,Pluvial,10,Nul,très chaud,10
1636,Sableux,Brun-Grisatre,Irrigue (Continu),6,Fort (Zezika + NPK),tres froid,11
1637,Argileux (Madity),Brun-Grisatre,Pluvial,15,Moyen (Zezika Omby),chaud,37
1638,Sableux,Orange / Rouge,Irrigue (Continu),9,Fort (Zezika + NPK),tres froid,19
1639,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),12,Nul,chaud,50
1640,Sableux,Noiratre (Rich),Irrigue (Continu),18,Nul,chaud,42
1641,Argileux (Madity),Noiratre (Rich),Pluvial,5,Nul,froid,21
1642,Limoneux,Brun-Grisatre,Irrigue (Continu),8,Nul,tres froid,19
1643,Sableux,Orange / Rouge,Irrigue (Continu),14,Nul,humide,10
1644,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),11,Moyen (Zezika Omby),tres froid,25
1645,Argileux (Madity),Orange / Rouge,Pluvial,14,Moyen (Zezika Omby),froid,18
1646,Limoneux,Noiratre (Rich),Irrigue (Continu),8,Moyen (Zezika Omby),froid,30
1647,Sableux,Noiratre (Rich),Pluvial,16,Moyen (Zezika Omby),tres froid,10
1648,Argileux (Madity),Brun-Grisatre,Pluvial,18,Moyen (Zezika Omby),humide,27
1649,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),18,Fort (Zezika + NPK),froid,49
1650,Argileux (Madity),Noiratre (Rich),Pluvial,19,Nul,très chaud,31
1651,Sableux,Brun-Grisatre,Irrigue (Continu),12,Nul,froid,10
1652,Argileux (Madity),Orange / Rouge,Irrigue (Continu),19,Nul,très chaud,18
1653,Argileux (Madity),Orange / Rouge,Pluvial,7,Moyen (Zezika Omby),froid,18
1654,Limoneux,Brun-Grisatre,Pluvial,13,Nul,humide,12
1655,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),18,Moyen (Zezika Omby),très chaud,45
1656,Argileux (Madity),Noiratre (Rich),Pluvial,14,Moyen (Zezika Omby),chaud,44
1657,Sableux,Noiratre (Rich),Pluvial,16,Moyen (Zezika Omby),humide,23
1658,Limoneux,Orange / Rouge,Pluvial,5,Fort (Zezika + NPK),très chaud,13
1659,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),10,Moyen (Zezika Omby),tres froid,48
1660,Limoneux,Noiratre (Rich),Irrigue (Continu),7,Moyen (Zezika Omby),très chaud,29
1661,Sableux,Orange / Rouge,Irrigue (Continu),20,Fort (Zezika + NPK),chaud,39
1662,Limoneux,Brun-Grisatre,Irrigue (Continu),14,Moyen (Zezika Omby),humide,43
1663,Limoneux,Orange / Rouge,Irrigue (Continu),12,Fort (Zezika + NPK),très chaud,39
1664,Limoneux,Noiratre (Rich),Pluvial,7,Fort (Zezika + NPK),très chaud,17
1665,Sableux,Orange / Rouge,Irrigue (Continu),8,Moyen (Zezika Omby),chaud,41
1666,Argileux (Madity),Orange / Rouge,Irrigue (Continu),15,Nul,très chaud,29
1667,Sableux,Orange / Rouge,Pluvial,16,Fort (Zezika + NPK),très chaud,22
1668,Limoneux,Brun-Grisatre,Irrigue (Continu),9,Nul,très chaud,27
1669,Sableux,Brun-Grisatre,Irrigue (Continu),17,Fort (Zezika + NPK),froid,43
1670,Sableux,Orange / Rouge,Pluvial,11,Nul,froid,10
1671,Limoneux,Noiratre (Rich),Irrigue (Continu),16,Fort (Zezika + NPK),froid,33
1672,Argileux (Madity),Orange / Rouge,Irrigue (Continu),13,Fort (Zezika + NPK),chaud,50
1673,Limoneux,Noiratre (Rich),Irrigue (Continu),16,Moyen (Zezika Omby),froid,35
1674,Limoneux,Brun-Grisatre,Pluvial,10,Fort (Zezika + NPK),froid,17
1675,Argileux (Madity),Orange / Rouge,Pluvial,8,Nul,froid,10
1676,Sableux,Orange / Rouge,Pluvial,10,Moyen (Zezika Omby),tres froid,10
1677,Argileux (Madity),Orange / Rouge,Pluvial,14,Moyen (Zezika Omby),froid,20
1678,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),11,Nul,froid,29
1679,Sableux,Orange / Rouge,Pluvial,12,Nul,tres froid,10
1680,Sableux,Brun-Grisatre,Pluvial,7,Fort (Zezika + NPK),froid,10
1681,Limoneux,Orange / Rouge,Irrigue (Continu),7,Fort (Zezika + NPK),très chaud,27
1682,Limoneux,Orange / Rouge,Irrigue (Continu),17,Moyen (Zezika Omby),chaud,48
1683,Limoneux,Brun-Grisatre,Pluvial,12,Moyen (Zezika Omby),tres froid,13
1684,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),17,Moyen (Zezika Omby),froid,43
1685,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),16,Nul,humide,30
1686,Limoneux,Noiratre (Rich),Irrigue (Continu),6,Nul,humide,22
1687,Limoneux,Orange / Rouge,Pluvial,11,Moyen (Zezika Omby),humide,24
1688,Limoneux,Noiratre (Rich),Irrigue (Continu),8,Fort (Zezika + NPK),humide,44
1689,Limoneux,Brun-Grisatre,Pluvial,8,Fort (Zezika + NPK),très chaud,22
1690,Sableux,Noiratre (Rich),Pluvial,7,Moyen (Zezika Omby),chaud,15
1691,Limoneux,Noiratre (Rich),Pluvial,15,Nul,tres froid,21
1692,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),9,Nul,tres froid,10
1693,Sableux,Brun-Grisatre,Irrigue (Continu),5,Fort (Zezika + NPK),très chaud,23
1694,Sableux,Brun-Grisatre,Irrigue (Continu),12,Nul,tres froid,10
1695,Limoneux,Brun-Grisatre,Irrigue (Continu),9,Moyen (Zezika Omby),très chaud,50
1696,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),9,Moyen (Zezika Omby),très chaud,37
1697,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),17,Nul,humide,44
1698,Argileux (Madity),Orange / Rouge,Irrigue (Continu),9,Nul,chaud,34
1699,Limoneux,Orange / Rouge,Irrigue (Continu),14,Nul,chaud,48
1700,Sableux,Noiratre (Rich),Pluvial,6,Moyen (Zezika Omby),humide,10
1701,Argileux (Madity),Noiratre (Rich),Pluvial,9,Fort (Zezika + NPK),très chaud,41
1702,Limoneux,Noiratre (Rich),Irrigue (Continu),9,Fort (Zezika + NPK),très chaud,39
1703,Limoneux,Noiratre (Rich),Pluvial,14,Fort (Zezika + NPK),humide,35
1704,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),16,Moyen (Zezika Omby),chaud,50
1705,Sableux,Brun-Grisatre,Pluvial,14,Nul,humide,16
1706,Sableux,Orange / Rouge,Pluvial,13,Fort (Zezika + NPK),froid,22
1707,Argileux (Madity),Noiratre (Rich),Pluvial,19,Fort (Zezika + NPK),humide,41
1708,Sableux,Brun-Grisatre,Pluvial,12,Fort (Zezika + NPK),humide,17
1709,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),12,Moyen (Zezika Omby),très chaud,32
1710,Argileux (Madity),Noiratre (Rich),Pluvial,9,Moyen (Zezika Omby),très chaud,25
1711,Sableux,Noiratre (Rich),Irrigue (Continu),7,Nul,froid,13
1712,Limoneux,Brun-Grisatre,Irrigue (Continu),19,Nul,chaud,38
1713,Sableux,Orange / Rouge,Pluvial,12,Fort (Zezika + NPK),très chaud,20
1714,Sableux,Brun-Grisatre,Pluvial,15,Moyen (Zezika Omby),humide,20
1715,Argileux (Madity),Orange / Rouge,Pluvial,16,Fort (Zezika + NPK),très chaud,38
1716,Sableux,Noiratre (Rich),Pluvial,13,Moyen (Zezika Omby),chaud,34
1717,Limoneux,Brun-Grisatre,Irrigue (Continu),5,Fort (Zezika + NPK),humide,39
1718,Limoneux,Noiratre (Rich),Irrigue (Continu),6,Moyen (Zezika Omby),très chaud,30
1719,Limoneux,Brun-Grisatre,Pluvial,6,Nul,chaud,50
1720,Limoneux,Noiratre (Rich),Irrigue (Continu),11,Fort (Zezika + NPK),très chaud,37
1721,Argileux (Madity),Orange / Rouge,Irrigue (Continu),10,Moyen (Zezika Omby),tres froid,23
1722,Argileux (Madity),Brun-Grisatre,Pluvial,9,Moyen (Zezika Omby),froid,35
1723,Sableux,Noiratre (Rich),Irrigue (Continu),17,Moyen (Zezika Omby),humide,35
1724,Limoneux,Brun-Grisatre,Irrigue (Continu),6,Fort (Zezika + NPK),chaud,39
1725,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),16,Moyen (Zezika Omby),humide,48
1726,Limoneux,Orange / Rouge,Irrigue (Continu),5,Fort (Zezika + NPK),humide,33
1727,Sableux,Orange / Rouge,Pluvial,8,Fort (Zezika + NPK),tres froid,10
1728,Limoneux,Brun-Grisatre,Irrigue (Continu),7,Fort (Zezika + NPK),froid,30
1729,Limoneux,Brun-Grisatre,Pluvial,9,Nul,tres froid,15
1730,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),10,Moyen (Zezika Omby),très chaud,45
1731,Sableux,Noiratre (Rich),Pluvial,13,Moyen (Zezika Omby),très chaud,17
1732,Limoneux,Brun-Grisatre,Pluvial,18,Moyen (Zezika Omby),froid,20
1733,Sableux,Noiratre (Rich),Irrigue (Continu),14,Moyen (Zezika Omby),chaud,49
1734,Argileux (Madity),Noiratre (Rich),Pluvial,11,Fort (Zezika + NPK),très chaud,38
1735,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),18,Fort (Zezika + NPK),froid,46
1736,Argileux (Madity),Orange / Rouge,Pluvial,17,Moyen (Zezika Omby),humide,34
1737,Sableux,Orange / Rouge,Pluvial,6,Fort (Zezika + NPK),humide,10
1738,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),11,Fort (Zezika + NPK),chaud,49
1739,Argileux (Madity),Orange / Rouge,Irrigue (Continu),11,Fort (Zezika + NPK),chaud,48
1740,Limoneux,Orange / Rouge,Pluvial,8,Fort (Zezika + NPK),très chaud,12
1741,Sableux,Brun-Grisatre,Pluvial,11,Moyen (Zezika Omby),chaud,19
1742,Sableux,Orange / Rouge,Pluvial,9,Nul,humide,10
1743,Argileux (Madity),Brun-Grisatre,Pluvial,18,Fort (Zezika + NPK),humide,46
1744,Limoneux,Brun-Grisatre,Pluvial,20,Moyen (Zezika Omby),chaud,42
1745,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),17,Nul,humide,45
1746,Sableux,Brun-Grisatre,Irrigue (Continu),17,Moyen (Zezika Omby),chaud,45
1747,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),14,Nul,froid,39
1748,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),14,Moyen (Zezika Omby),tres froid,30
1749,Sableux,Brun-Grisatre,Irrigue (Continu),18,Nul,chaud,43
1750,Limoneux,Brun-Grisatre,Pluvial,19,Nul,chaud,25
1751,Limoneux,Orange / Rouge,Irrigue (Continu),5,Moyen (Zezika Omby),tres froid,46
1752,Sableux,Orange / Rouge,Irrigue (Continu),9,Nul,froid,10
1753,Sableux,Noiratre (Rich),Irrigue (Continu),7,Nul,froid,20
1754,Limoneux,Noiratre (Rich),Pluvial,7,Moyen (Zezika Omby),très chaud,27
1755,Argileux (Madity),Noiratre (Rich),Pluvial,15,Nul,chaud,50
1756,Sableux,Noiratre (Rich),Pluvial,16,Moyen (Zezika Omby),froid,10
1757,Sableux,Orange / Rouge,Pluvial,15,Nul,humide,12
1758,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),10,Nul,tres froid,32
1759,Sableux,Brun-Grisatre,Irrigue (Continu),18,Moyen (Zezika Omby),humide,30
1760,Sableux,Brun-Grisatre,Irrigue (Continu),12,Fort (Zezika + NPK),chaud,46
1761,Sableux,Noiratre (Rich),Irrigue (Continu),19,Fort (Zezika + NPK),très chaud,36
1762,Sableux,Brun-Grisatre,Pluvial,15,Nul,froid,13
1763,Limoneux,Orange / Rouge,Irrigue (Continu),12,Nul,chaud,33
1764,Argileux (Madity),Orange / Rouge,Pluvial,9,Nul,très chaud,19
1765,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),20,Moyen (Zezika Omby),tres froid,32
1766,Sableux,Noiratre (Rich),Pluvial,15,Fort (Zezika + NPK),froid,19
1767,Sableux,Orange / Rouge,Irrigue (Continu),6,Fort (Zezika + NPK),froid,15
1768,Sableux,Orange / Rouge,Pluvial,6,Nul,humide,10
1769,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),10,Fort (Zezika + NPK),froid,34
1770,Limoneux,Noiratre (Rich),Irrigue (Continu),9,Fort (Zezika + NPK),très chaud,39
1771,Limoneux,Brun-Grisatre,Irrigue (Continu),14,Moyen (Zezika Omby),humide,31
1772,Argileux (Madity),Noiratre (Rich),Pluvial,5,Nul,froid,23
1773,Argileux (Madity),Brun-Grisatre,Pluvial,11,Fort (Zezika + NPK),humide,28
1774,Limoneux,Orange / Rouge,Irrigue (Continu),16,Nul,humide,21
1775,Argileux (Madity),Orange / Rouge,Irrigue (Continu),17,Nul,froid,29
1776,Sableux,Brun-Grisatre,Irrigue (Continu),20,Nul,tres froid,16
1777,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),12,Nul,humide,43
1778,Sableux,Brun-Grisatre,Irrigue (Continu),19,Moyen (Zezika Omby),très chaud,24
1779,Sableux,Noiratre (Rich),Irrigue (Continu),12,Fort (Zezika + NPK),chaud,48
1780,Sableux,Noiratre (Rich),Pluvial,6,Fort (Zezika + NPK),très chaud,12
1781,Argileux (Madity),Orange / Rouge,Pluvial,7,Fort (Zezika + NPK),très chaud,16
1782,Sableux,Orange / Rouge,Pluvial,5,Nul,chaud,10
1783,Sableux,Orange / Rouge,Irrigue (Continu),7,Nul,humide,30
1784,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),13,Moyen (Zezika Omby),humide,42
1785,Limoneux,Brun-Grisatre,Irrigue (Continu),5,Fort (Zezika + NPK),très chaud,30
1786,Sableux,Orange / Rouge,Irrigue (Continu),5,Fort (Zezika + NPK),très chaud,22
1787,Argileux (Madity),Noiratre (Rich),Pluvial,19,Nul,chaud,35
1788,Sableux,Orange / Rouge,Pluvial,5,Nul,chaud,10
1789,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),10,Fort (Zezika + NPK),humide,50
1790,Argileux (Madity),Noiratre (Rich),Pluvial,9,Fort (Zezika + NPK),froid,34
1791,Sableux,Orange / Rouge,Irrigue (Continu),18,Fort (Zezika + NPK),chaud,47
1792,Limoneux,Orange / Rouge,Irrigue (Continu),20,Moyen (Zezika Omby),froid,36
1793,Sableux,Brun-Grisatre,Pluvial,8,Nul,chaud,22
1794,Sableux,Orange / Rouge,Pluvial,12,Moyen (Zezika Omby),tres froid,10
1795,Sableux,Brun-Grisatre,Irrigue (Continu),19,Moyen (Zezika Omby),chaud,36
1796,Limoneux,Orange / Rouge,Irrigue (Continu),9,Moyen (Zezika Omby),très chaud,24
1797,Argileux (Madity),Orange / Rouge,Irrigue (Continu),13,Fort (Zezika + NPK),tres froid,38
1798,Limoneux,Noiratre (Rich),Irrigue (Continu),8,Nul,humide,37
1799,Argileux (Madity),Brun-Grisatre,Pluvial,9,Moyen (Zezika Omby),chaud,38
1800,Sableux,Brun-Grisatre,Pluvial,9,Nul,froid,10
1801,Limoneux,Orange / Rouge,Pluvial,16,Fort (Zezika + NPK),humide,33
1802,Sableux,Brun-Grisatre,Pluvial,9,Nul,froid,10
1803,Sableux,Orange / Rouge,Irrigue (Continu),16,Moyen (Zezika Omby),humide,33
1804,Sableux,Orange / Rouge,Irrigue (Continu),19,Nul,froid,13
1805,Sableux,Noiratre (Rich),Irrigue (Continu),15,Moyen (Zezika Omby),chaud,32
1806,Sableux,Brun-Grisatre,Pluvial,15,Moyen (Zezika Omby),très chaud,22
1807,Sableux,Orange / Rouge,Irrigue (Continu),19,Fort (Zezika + NPK),chaud,41
1808,Limoneux,Noiratre (Rich),Pluvial,19,Nul,chaud,42
1809,Limoneux,Orange / Rouge,Irrigue (Continu),12,Nul,tres froid,10
1810,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),17,Moyen (Zezika Omby),très chaud,47
1811,Limoneux,Noiratre (Rich),Irrigue (Continu),15,Fort (Zezika + NPK),très chaud,46
1812,Limoneux,Noiratre (Rich),Irrigue (Continu),11,Moyen (Zezika Omby),tres froid,25
1813,Sableux,Noiratre (Rich),Pluvial,12,Nul,très chaud,11
1814,Limoneux,Brun-Grisatre,Irrigue (Continu),12,Fort (Zezika + NPK),chaud,50
1815,Sableux,Brun-Grisatre,Irrigue (Continu),7,Moyen (Zezika Omby),chaud,18
1816,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),12,Fort (Zezika + NPK),tres froid,11
1817,Argileux (Madity),Brun-Grisatre,Pluvial,12,Nul,chaud,30
1818,Sableux,Orange / Rouge,Irrigue (Continu),16,Fort (Zezika + NPK),tres froid,17
1819,Argileux (Madity),Noiratre (Rich),Pluvial,13,Nul,tres froid,22
1820,Argileux (Madity),Brun-Grisatre,Pluvial,6,Moyen (Zezika Omby),froid,20
1821,Sableux,Orange / Rouge,Pluvial,14,Fort (Zezika + NPK),très chaud,46
1822,Sableux,Orange / Rouge,Irrigue (Continu),14,Fort (Zezika + NPK),tres froid,22
1823,Sableux,Orange / Rouge,Irrigue (Continu),9,Nul,froid,10
1824,Argileux (Madity),Noiratre (Rich),Pluvial,7,Nul,très chaud,26
1825,Sableux,Noiratre (Rich),Pluvial,6,Moyen (Zezika Omby),froid,11
1826,Sableux,Orange / Rouge,Irrigue (Continu),5,Fort (Zezika + NPK),tres froid,10
1827,Limoneux,Orange / Rouge,Irrigue (Continu),7,Fort (Zezika + NPK),tres froid,14
1828,Limoneux,Noiratre (Rich),Pluvial,13,Fort (Zezika + NPK),très chaud,39
1829,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),19,Moyen (Zezika Omby),humide,44
1830,Limoneux,Noiratre (Rich),Pluvial,12,Nul,très chaud,13
1831,Limoneux,Orange / Rouge,Irrigue (Continu),18,Fort (Zezika + NPK),humide,35
1832,Limoneux,Brun-Grisatre,Pluvial,5,Moyen (Zezika Omby),très chaud,14
1833,Sableux,Orange / Rouge,Irrigue (Continu),8,Nul,très chaud,10
1834,Argileux (Madity),Noiratre (Rich),Pluvial,19,Nul,froid,33
1835,Argileux (Madity),Brun-Grisatre,Pluvial,6,Nul,très chaud,10
1836,Argileux (Madity),Brun-Grisatre,Pluvial,14,Nul,humide,25
1837,Limoneux,Orange / Rouge,Irrigue (Continu),11,Moyen (Zezika Omby),froid,39
1838,Limoneux,Orange / Rouge,Irrigue (Continu),7,Moyen (Zezika Omby),très chaud,14
1839,Limoneux,Noiratre (Rich),Pluvial,20,Nul,tres froid,16
1840,Sableux,Brun-Grisatre,Irrigue (Continu),14,Fort (Zezika + NPK),humide,39
1841,Limoneux,Brun-Grisatre,Pluvial,20,Nul,humide,25
1842,Limoneux,Brun-Grisatre,Irrigue (Continu),18,Moyen (Zezika Omby),humide,34
1843,Argileux (Madity),Brun-Grisatre,Pluvial,19,Moyen (Zezika Omby),humide,36
1844,Limoneux,Noiratre (Rich),Irrigue (Continu),13,Fort (Zezika + NPK),froid,38
1845,Sableux,Noiratre (Rich),Pluvial,9,Moyen (Zezika Omby),chaud,36
1846,Argileux (Madity),Noiratre (Rich),Pluvial,10,Moyen (Zezika Omby),froid,33
1847,Argileux (Madity),Orange / Rouge,Irrigue (Continu),11,Fort (Zezika + NPK),froid,36
1848,Argileux (Madity),Orange / Rouge,Pluvial,16,Fort (Zezika + NPK),froid,40
1849,Sableux,Brun-Grisatre,Pluvial,9,Fort (Zezika + NPK),froid,10
1850,Sableux,Noiratre (Rich),Irrigue (Continu),20,Nul,chaud,48
1851,Limoneux,Orange / Rouge,Pluvial,14,Nul,chaud,11
1852,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),10,Fort (Zezika + NPK),chaud,50
1853,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),9,Moyen (Zezika Omby),froid,40
1854,Argileux (Madity),Noiratre (Rich),Pluvial,7,Fort (Zezika + NPK),chaud,44
1855,Limoneux,Orange / Rouge,Irrigue (Continu),19,Fort (Zezika + NPK),chaud,50
1856,Sableux,Noiratre (Rich),Irrigue (Continu),5,Fort (Zezika + NPK),très chaud,23
1857,Argileux (Madity),Brun-Grisatre,Irrigue (Continu),15,Nul,chaud,36
1858,Limoneux,Brun-Grisatre,Pluvial,11,Moyen (Zezika Omby),chaud,35
1859,Argileux (Madity),Noiratre (Rich),Irrigue (Continu),9,Fort (Zezika + NPK),froid,46
1860,Limoneux,Orange / Rouge,Irrigue (Continu),13,Nul,chaud,30
1861,Sableux,Noiratre (Rich),Irrigue (Continu),14,Fort (Zezika + NPK),très chaud,34
1862,Sableux,Orange / Rouge,Pluvial,15,Fort (Zezika + NPK),tres froid,10
1863,Sableux,Orange / Rouge,Pluvial,6,Fort (Zezika + NPK),chaud,16
1864,Limoneux,Noiratre (Rich),Irrigue (Continu),9,Moyen (Zezika Omby),très chaud,34
