,Date,Time,PH,TEMP,DO,TURBIDITY,tempC,label
12141,19-07-2022,23:00:00,6.48109,32.5229,15.65909,60.46075,26,0
12144,19-07-2022,00:00:00,4.78688,39.98934,10.64519,59.19785,26,0
12147,19-07-2022,01:00:00,6.02168,31.82265,12.78439,18.17541,25,0
12150,19-07-2022,02:00:00,6.16235,40.33874,14.42188,23.66375,25,0
12153,19-07-2022,03:00:00,4.51252,31.18332,25.06268,24.04782,24,0
12156,19-07-2022,04:00:00,4.56539,19.2949,13.42935,16.29159,24,0
12159,19-07-2022,05:00:00,4.73943,20.51382,13.29518,39.11629,25,0
12162,19-07-2022,06:00:00,6.49197,18.53587,9.32713,17.71378,25,0
12165,19-07-2022,07:00:00,5.79511,38.48396,3.66197,22.18029,24,0
12168,20-07-2022,08:00:00,5.43192,37.98165,16.48968,20.86724,24,0
12171,20-07-2022,09:00:00,6.77838,43.95031,4.83233,58.79749,24,0
12174,20-07-2022,10:00:00,5.31505,32.7696,14.58125,29.35844,24,0
12177,20-07-2022,11:00:00,6.15317,24.54605,23.7545,46.87198,25,0
12180,20-07-2022,12:00:00,5.6461,23.01619,20.84255,50.98586,26,0
12183,20-07-2022,13:00:00,4.51804,26.78771,15.88446,39.05729,27,0
12186,20-07-2022,14:00:00,4.91488,31.95249,11.18561,58.32761,26,0
12189,20-07-2022,15:00:00,5.87128,44.83851,9.58747,48.88007,25,0
12192,20-07-2022,16:00:00,5.41094,37.76377,14.38012,50.67288,24,0
12195,20-07-2022,17:00:00,5.31376,25.78782,6.35121,56.29407,24,0
12198,20-07-2022,18:00:00,6.18952,44.12416,17.35691,38.49442,25,0
12201,20-07-2022,19:00:00,7.22111,16.06016,18.04351,46.01327,28,0
12204,20-07-2022,20:00:00,5.74672,20.59451,5.8318,54.54909,29,0
12207,20-07-2022,21:00:00,6.81627,35.73195,16.16874,32.62649,28,0
12210,20-07-2022,22:00:00,5.93859,18.28339,5.79666,43.4967,26,0
12213,20-07-2022,23:00:00,4.74955,43.22748,4.02209,53.42925,25,0
12216,20-07-2022,00:00:00,5.04819,39.632,23.5647,38.76658,25,0
12219,20-07-2022,01:00:00,6.92459,19.71561,15.39591,35.70214,25,0
12222,20-07-2022,02:00:00,5.51655,32.3313,23.67932,48.01905,25,0
12225,20-07-2022,03:00:00,5.89856,23.01952,24.90605,58.19057,30,0
12228,20-07-2022,04:00:00,6.89625,43.84031,11.02997,22.20258,31,0
12231,20-07-2022,05:00:00,6.30607,18.91032,8.82793,29.99581,28,0
12234,20-07-2022,06:00:00,5.86444,21.41223,18.78054,43.59217,25,0
12237,20-07-2022,07:00:00,7.3161,22.53533,17.01543,54.14693,24,0
12240,21-07-2022,08:00:00,6.62661,39.90661,12.76933,38.3219,25,0
12243,21-07-2022,09:00:00,7.40033,31.80651,9.22986,55.95732,26,0
12246,21-07-2022,10:00:00,5.8705,20.08049,18.59201,21.14861,26,0
12249,21-07-2022,11:00:00,6.49611,38.59093,5.80365,38.94757,25,0
12252,21-07-2022,12:00:00,5.12381,14.57498,16.054,55.2566,24,0
12255,21-07-2022,13:00:00,6.53804,27.33384,18.26802,51.62031,24,0
12258,21-07-2022,14:00:00,5.95465,36.66534,10.06522,31.75648,24,0
12261,21-07-2022,15:00:00,6.39865,16.18335,10.26745,39.29436,24,0
12264,21-07-2022,16:00:00,6.15402,23.74391,20.92021,56.06581,27,0
12267,21-07-2022,17:00:00,4.7579,30.88598,9.39386,21.95618,30,0
12270,21-07-2022,18:00:00,4.71164,18.52015,20.58591,21.39282,30,0
12273,21-07-2022,19:00:00,6.4474,30.47193,4.25203,44.67367,28,0
12276,21-07-2022,20:00:00,5.72275,30.47376,15.48822,40.52152,26,0
12279,21-07-2022,21:00:00,6.09641,34.99527,7.25585,31.39161,25,0
12282,21-07-2022,22:00:00,5.56426,33.57235,24.07998,35.61907,24,0
12285,21-07-2022,23:00:00,6.51459,18.70073,18.4931,48.75067,27,0
12288,21-07-2022,00:00:00,6.04456,21.8525,6.49791,32.07186,30,0
12291,21-07-2022,01:00:00,7.14145,24.19806,5.20298,59.1558,32,0
12294,21-07-2022,02:00:00,4.51877,35.84435,15.0481,37.12173,30,0
12297,21-07-2022,03:00:00,4.70919,26.22997,7.01447,32.98397,27,0
12300,21-07-2022,04:00:00,6.49222,30.09323,19.45229,31.12181,26,0
12303,21-07-2022,05:00:00,4.76634,34.76585,7.12352,48.06962,26,0
12306,21-07-2022,06:00:00,6.78138,21.88435,24.38529,39.5564,27,0
12309,21-07-2022,07:00:00,5.79256,42.38023,10.22767,55.05691,31,0
12312,22-07-2022,08:00:00,4.51784,34.59083,3.53441,56.90805,33,0
12315,22-07-2022,09:00:00,5.4127,31.70541,20.19933,46.01214,30,0
12318,22-07-2022,10:00:00,6.42212,34.18021,24.95553,38.87099,27,0
12321,22-07-2022,11:00:00,5.91207,27.92104,11.2397,50.10792,26,0
12324,22-07-2022,12:00:00,5.59332,29.102,7.43333,23.42238,26,0
12327,22-07-2022,13:00:00,5.55306,14.95271,13.41998,44.95832,27,0
12330,22-07-2022,14:00:00,7.20515,41.44746,10.68729,26.79303,27,0
12333,22-07-2022,15:00:00,6.76559,33.77557,16.46694,59.76529,27,0
12336,22-07-2022,16:00:00,5.16288,43.29281,4.07615,52.25306,27,0
12339,22-07-2022,17:00:00,6.70366,45.26116,4.59707,21.9136,27,0
12342,22-07-2022,18:00:00,7.34586,19.53276,17.55232,26.15458,26,0
12345,22-07-2022,19:00:00,6.16951,25.49138,24.89336,17.02809,25,0
12348,22-07-2022,20:00:00,5.69269,19.65964,20.98204,21.65517,27,0
12351,22-07-2022,21:00:00,7.41284,35.40538,24.46328,27.58995,30,0
12354,22-07-2022,22:00:00,5.04873,23.6249,8.31667,44.24993,32,0
12357,22-07-2022,23:00:00,7.15934,45.1227,15.44567,35.16478,31,0
12360,22-07-2022,00:00:00,7.04752,37.08149,18.98915,21.86684,28,0
12363,22-07-2022,01:00:00,6.37321,41.34386,22.59567,60.13741,27,0
12366,22-07-2022,02:00:00,5.135,24.58004,17.2941,42.12395,25,0
12369,22-07-2022,03:00:00,5.96717,39.28957,21.42049,54.81187,26,0
12372,22-07-2022,04:00:00,5.56149,17.84062,12.95054,54.74567,29,0
12375,22-07-2022,05:00:00,5.55467,37.86239,10.45352,42.08687,31,0
12378,22-07-2022,06:00:00,6.4689,36.52219,7.98846,22.09444,31,0
12381,22-07-2022,07:00:00,4.7702,32.58293,8.05112,19.4468,29,0
12384,23-07-2022,08:00:00,7.08761,28.70448,7.99681,27.30725,27,0
12387,23-07-2022,09:00:00,6.00183,42.47865,11.40161,52.50219,26,0
12390,23-07-2022,10:00:00,5.97377,29.47514,20.73298,26.41536,25,0
12393,23-07-2022,11:00:00,5.85424,43.46239,6.52561,60.18701,30,0
12396,23-07-2022,12:00:00,5.8848,16.07584,23.95197,31.84867,30,0
12399,23-07-2022,13:00:00,6.20734,41.00861,22.51619,24.89635,28,0
12402,23-07-2022,14:00:00,5.25995,44.20258,24.0385,21.79392,26,0
12405,23-07-2022,15:00:00,5.97044,29.64723,6.14732,27.94321,25,0
12408,23-07-2022,16:00:00,4.84454,36.18929,21.01511,36.18321,25,0
12411,23-07-2022,17:00:00,5.55011,18.79453,9.53486,55.46734,26,0
12414,23-07-2022,18:00:00,5.38058,16.54253,24.73461,58.83009,28,0
12417,23-07-2022,19:00:00,5.40822,20.65019,7.1813,59.34183,29,0
12420,23-07-2022,20:00:00,6.20381,14.82455,8.71002,20.65409,27,0
12423,23-07-2022,21:00:00,4.79013,44.00284,9.95178,32.82506,26,0
12426,23-07-2022,22:00:00,7.36746,15.96931,15.03341,54.22703,25,0
12429,23-07-2022,23:00:00,5.14026,23.66566,3.81738,50.53293,25,0
12432,23-07-2022,00:00:00,4.6608,38.67323,10.6198,26.7672,30,0
12435,23-07-2022,01:00:00,4.72067,36.40141,10.2988,41.73621,30,0
12438,23-07-2022,02:00:00,6.06966,22.46717,18.31445,46.12001,28,0
12441,23-07-2022,03:00:00,6.63485,15.08813,25.18892,53.84201,26,0
12444,23-07-2022,04:00:00,7.11031,34.01338,24.68007,38.48945,26,0
12447,23-07-2022,05:00:00,7.20943,29.83587,17.3462,57.18671,25,0
12450,23-07-2022,06:00:00,6.10948,21.39363,11.81749,22.88772,26,0
12453,23-07-2022,07:00:00,5.21416,16.31485,7.94337,37.96892,28,0
12456,24-07-2022,08:00:00,5.7986,44.99951,4.20778,56.77797,27,0
12459,24-07-2022,09:00:00,5.33809,15.36686,20.85611,59.81042,26,0
12462,24-07-2022,10:00:00,5.4521,28.21608,13.82944,55.41371,25,0
12465,24-07-2022,11:00:00,4.74006,39.87188,11.20245,50.70714,25,0
12468,24-07-2022,12:00:00,6.78829,35.50734,18.65369,54.96036,24,0
12471,24-07-2022,13:00:00,5.16476,37.37643,19.12535,31.97288,25,0
12474,24-07-2022,14:00:00,5.84553,36.6054,4.8397,56.64064,27,0
12477,24-07-2022,15:00:00,5.81913,34.68488,20.46174,29.5035,27,0
12480,24-07-2022,16:00:00,6.30619,22.70555,8.35121,38.18695,26,0
12483,24-07-2022,17:00:00,6.27338,40.58611,23.78133,29.49853,25,0
12486,24-07-2022,18:00:00,4.72984,35.45423,3.62271,23.99627,25,0
12489,24-07-2022,19:00:00,5.08862,20.4323,12.91179,21.72121,24,0
12492,24-07-2022,20:00:00,6.17769,42.74862,4.36347,17.61256,25,0
12495,24-07-2022,21:00:00,6.07817,30.24299,15.86107,39.73877,28,0
12498,24-07-2022,22:00:00,7.28174,27.46278,23.95046,30.48623,28,0
12501,24-07-2022,23:00:00,6.69224,37.22491,20.89903,54.14737,26,0
12504,24-07-2022,00:00:00,4.52126,27.07292,21.7541,31.15997,25,0
12507,24-07-2022,01:00:00,6.33204,25.81983,6.37346,36.30584,25,0
12510,24-07-2022,02:00:00,6.08068,41.6481,3.89653,50.73712,24,0
12513,24-07-2022,03:00:00,4.78579,33.98927,10.66799,34.23144,26,0
12516,24-07-2022,04:00:00,6.51855,33.86522,20.81301,48.96366,28,0
12519,24-07-2022,05:00:00,7.29889,19.02816,8.61654,35.78322,28,0
12522,24-07-2022,06:00:00,6.44045,45.26404,18.07772,59.83242,26,0
12525,24-07-2022,07:00:00,6.65473,43.9974,11.61559,17.73057,25,0
12528,25-07-2022,08:00:00,6.06948,25.45123,25.07493,46.6684,24,0
12531,25-07-2022,09:00:00,7.00511,40.13697,7.19021,47.47408,24,0
12534,25-07-2022,10:00:00,5.92279,30.03712,13.08826,56.77307,25,0
12537,25-07-2022,11:00:00,6.70599,37.78313,10.03223,23.01325,27,0
12540,25-07-2022,12:00:00,5.7646,37.45145,19.11538,51.25361,28,0
12543,25-07-2022,13:00:00,4.58271,34.39308,5.30043,32.00181,27,0
12546,25-07-2022,14:00:00,6.79274,32.90944,6.84771,51.55282,25,0
12549,25-07-2022,15:00:00,4.75633,43.37102,25.42626,18.9368,25,0
12552,25-07-2022,16:00:00,4.69355,33.75967,24.77907,37.32888,24,0
12555,25-07-2022,17:00:00,4.94596,21.87588,18.7367,47.361,24,0
12558,25-07-2022,18:00:00,6.66139,39.53353,13.08621,27.79565,26,0
12561,25-07-2022,19:00:00,5.80989,39.86495,23.85839,46.31509,28,0
12564,25-07-2022,20:00:00,7.35895,28.06696,13.32555,39.4173,28,0
12567,25-07-2022,21:00:00,6.79833,37.58812,16.22404,48.08293,26,0
12570,25-07-2022,22:00:00,6.09218,29.18063,16.88851,31.99706,25,0
12573,25-07-2022,23:00:00,5.50421,42.71383,8.34798,54.33612,25,0
12576,25-07-2022,00:00:00,5.6278,40.92787,22.47463,56.03135,24,0
12579,25-07-2022,01:00:00,6.23209,30.50623,13.83028,26.17899,28,0
12582,25-07-2022,02:00:00,6.53617,44.17297,19.04402,47.52185,31,0
12585,25-07-2022,03:00:00,7.38398,23.6329,5.37115,17.67009,30,0
12588,25-07-2022,04:00:00,4.51552,32.89078,18.82704,47.70813,27,0
12591,25-07-2022,05:00:00,5.45788,15.05263,25.05569,40.95063,26,0
12594,25-07-2022,06:00:00,5.02377,25.88968,9.36889,24.48013,25,0
12597,25-07-2022,07:00:00,7.10236,33.70539,3.50746,15.65916,27,0
12600,26-07-2022,08:00:00,5.38776,44.08783,19.27756,17.83047,29,0
12603,26-07-2022,09:00:00,7.42746,35.78879,6.83318,39.38084,31,0
12606,26-07-2022,10:00:00,6.1089,23.75424,6.30985,47.78074,30,0
12609,26-07-2022,11:00:00,5.75716,40.3186,10.4856,58.28046,28,0
12612,26-07-2022,12:00:00,7.00038,23.28614,18.21517,51.39332,27,0
12615,26-07-2022,13:00:00,6.82192,41.93335,13.24905,34.84618,26,0
12618,26-07-2022,14:00:00,7.2309,30.19172,10.67472,32.05544,25,0
12621,26-07-2022,15:00:00,6.87431,38.19396,19.37433,49.50705,29,0
12624,26-07-2022,16:00:00,6.72622,30.43379,12.83079,49.83661,31,0
12627,26-07-2022,17:00:00,5.62339,30.7125,17.54292,51.66487,31,0
12630,26-07-2022,18:00:00,4.66016,39.51189,20.07651,47.82544,28,0
12633,26-07-2022,19:00:00,6.78858,21.72562,4.60073,41.78225,27,0
12636,26-07-2022,20:00:00,6.40547,21.9348,11.86212,41.3542,26,0
12639,26-07-2022,21:00:00,5.91719,21.54285,3.66464,24.6455,25,0
12642,26-07-2022,22:00:00,4.69918,25.94445,8.74538,44.47775,27,0
12645,26-07-2022,23:00:00,5.58665,38.82363,11.65303,39.55716,29,0
12648,26-07-2022,00:00:00,6.68441,29.06444,22.32752,20.49751,29,0
12651,26-07-2022,01:00:00,6.5579,36.12702,21.29602,33.88612,28,0
12654,26-07-2022,02:00:00,6.15307,16.4328,17.18091,44.63504,26,0
12657,26-07-2022,03:00:00,6.20798,18.20015,20.69635,44.75119,25,0
12660,26-07-2022,04:00:00,6.05552,25.58447,21.34181,23.27067,25,0
12663,26-07-2022,05:00:00,7.40483,28.21805,10.65676,23.91524,27,0
12666,26-07-2022,06:00:00,5.01479,29.5814,20.99843,56.32346,28,0
12669,26-07-2022,07:00:00,5.87447,38.83262,23.10438,42.79241,26,0
12672,27-07-2022,08:00:00,5.7787,37.68249,15.95499,31.467,26,0
12675,27-07-2022,09:00:00,7.43406,23.03409,16.5308,28.05579,25,0
12678,27-07-2022,10:00:00,6.94782,16.59542,3.72472,33.88257,24,0
12681,27-07-2022,11:00:00,6.77798,34.74193,9.43037,17.84206,24,0
12684,27-07-2022,12:00:00,5.93656,38.91626,13.75183,47.69848,24,0
12687,27-07-2022,13:00:00,4.63547,30.54671,13.40635,27.54377,27,0
12690,27-07-2022,14:00:00,6.42753,27.30983,18.69575,19.64007,29,0
12693,27-07-2022,15:00:00,4.8403,31.97261,17.54106,26.75742,28,0
12696,27-07-2022,16:00:00,5.45165,22.16343,20.30119,54.58034,25,0
12699,27-07-2022,17:00:00,6.07085,17.74225,11.09943,44.08107,24,0
12702,27-07-2022,18:00:00,7.48744,31.64299,23.04025,42.18383,24,0
12705,27-07-2022,19:00:00,4.60744,45.49817,5.11518,56.35971,24,0
12708,27-07-2022,20:00:00,6.29277,15.16263,13.03629,56.688,24,0
12711,27-07-2022,21:00:00,4.82391,23.93509,13.1239,59.45986,27,0
12714,27-07-2022,22:00:00,5.04679,19.75721,4.50638,15.80421,27,0
12717,27-07-2022,23:00:00,5.66097,41.36646,17.93382,27.49361,24,0
12720,27-07-2022,00:00:00,5.71127,18.00921,4.23039,42.39114,24,0
12723,27-07-2022,01:00:00,6.76707,29.73151,18.17068,25.62473,24,0
12726,27-07-2022,02:00:00,5.43633,18.005,24.5056,17.78891,24,0
12729,27-07-2022,03:00:00,6.43931,16.12882,18.39807,45.89056,24,0
12732,27-07-2022,04:00:00,5.67564,34.82672,12.59551,19.1641,28,0
12735,27-07-2022,05:00:00,6.95025,37.33468,9.6334,57.51584,28,0
12738,27-07-2022,06:00:00,6.78018,30.57159,20.80353,22.38766,28,0
12741,27-07-2022,07:00:00,5.06014,42.22279,22.545,46.70278,25,0
12744,28-07-2022,08:00:00,5.25055,42.81609,15.85933,42.04575,25,0
12747,28-07-2022,09:00:00,7.32893,33.59005,21.7771,30.7423,24,0
12750,28-07-2022,10:00:00,6.35481,33.488,17.23733,49.39947,25,0
12753,28-07-2022,11:00:00,5.16892,32.50338,10.29352,57.12517,28,0
12756,28-07-2022,12:00:00,6.76771,44.26275,5.76629,52.14587,27,0
12759,28-07-2022,13:00:00,7.26127,28.40884,21.24904,27.29721,26,0
12762,28-07-2022,14:00:00,6.47747,38.66478,19.51042,31.82406,25,0
12765,28-07-2022,15:00:00,5.72421,23.09474,6.80204,56.06345,24,0
12768,28-07-2022,16:00:00,7.24761,33.1188,9.64333,53.92635,24,0
12771,28-07-2022,17:00:00,7.33741,39.76895,5.42213,28.68064,27,0
12774,28-07-2022,18:00:00,6.10474,24.10374,13.5337,59.25104,28,0
12777,28-07-2022,19:00:00,4.57166,41.98753,7.48377,27.15078,27,0
12780,28-07-2022,20:00:00,6.57155,16.84775,12.79509,17.34158,25,0
12783,28-07-2022,21:00:00,6.70062,27.10071,22.65524,18.17124,24,0
12786,28-07-2022,22:00:00,6.99946,33.46173,9.01824,51.14684,23,0
12789,28-07-2022,23:00:00,6.1628,23.38452,22.07862,21.1612,24,0
12792,28-07-2022,00:00:00,6.90581,43.16592,7.98214,41.40806,27,0
12795,28-07-2022,01:00:00,5.72109,21.69632,12.24942,35.16599,28,0
12798,28-07-2022,02:00:00,6.83278,38.18339,22.47098,57.84737,27,0
12801,28-07-2022,03:00:00,7.14579,40.29378,15.08696,43.29723,25,0
12804,28-07-2022,04:00:00,5.61654,27.99795,7.62927,21.39517,25,0
12807,28-07-2022,05:00:00,5.81533,34.55259,4.84282,49.86806,24,0
12810,28-07-2022,06:00:00,5.96915,40.29434,15.3779,23.56419,24,0
12813,28-07-2022,07:00:00,5.13188,30.14735,16.3075,55.6247,28,0
12816,29-07-2022,08:00:00,6.671,39.11623,12.00837,45.19925,30,0
12819,29-07-2022,09:00:00,6.50222,19.09797,12.56999,25.62692,28,0
12822,29-07-2022,10:00:00,5.87484,21.62046,9.88216,55.43602,27,0
12825,29-07-2022,11:00:00,5.43848,36.53328,15.29395,47.53667,26,0
12828,29-07-2022,12:00:00,5.67672,40.088,11.76825,19.07207,25,0
12831,29-07-2022,13:00:00,4.77796,37.57906,22.71451,28.31276,24,0
12834,29-07-2022,14:00:00,6.54397,34.84082,12.21962,28.33489,26,0
12837,29-07-2022,15:00:00,6.09401,30.53276,22.20255,19.12155,27,0
12840,29-07-2022,16:00:00,6.92525,44.9844,4.36504,58.86773,27,0
12843,29-07-2022,17:00:00,6.77705,41.91832,21.65714,25.96921,28,0
12846,29-07-2022,18:00:00,6.06883,17.37514,11.21262,55.78601,25,0
12849,29-07-2022,19:00:00,6.26917,38.618,13.9598,15.79587,24,0
12852,29-07-2022,20:00:00,5.58664,43.37712,20.05785,58.38327,24,0
12855,29-07-2022,21:00:00,5.8411,23.61799,8.9823,18.36753,27,0
12858,29-07-2022,22:00:00,6.92289,35.83246,9.11611,20.73311,28,0
12861,29-07-2022,23:00:00,4.57571,34.61904,19.42643,49.68145,28,0
12864,29-07-2022,00:00:00,5.62211,18.4786,17.08267,35.78686,27,0
12867,29-07-2022,01:00:00,6.74216,16.72948,23.96998,41.00572,25,0
12870,29-07-2022,02:00:00,7.38079,32.44995,9.87346,49.43714,25,0
12873,29-07-2022,03:00:00,5.6078,25.336,5.92853,37.85216,24,0
12876,29-07-2022,04:00:00,5.79838,35.29748,19.07946,19.23206,26,0
12879,29-07-2022,05:00:00,6.94816,18.87093,20.86651,37.79111,29,0
12882,29-07-2022,06:00:00,6.40966,41.71039,23.70349,27.47094,30,0
12885,29-07-2022,07:00:00,6.42751,40.03304,11.29591,29.89078,28,0
12888,30-07-2022,08:00:00,4.98704,23.84719,22.12058,27.32105,26,0
12891,30-07-2022,09:00:00,4.74502,39.32519,5.5916,58.08197,24,0
12894,30-07-2022,10:00:00,6.04261,33.69649,13.9489,55.58975,23,0
12897,30-07-2022,11:00:00,5.38165,42.57064,17.3261,59.49049,26,0
12900,30-07-2022,12:00:00,4.80351,24.94451,18.66508,37.16955,28,0
12903,30-07-2022,13:00:00,6.72313,42.49694,16.99437,21.13259,29,0
12906,30-07-2022,14:00:00,7.20908,19.65844,8.16874,58.57123,26,0
12909,30-07-2022,15:00:00,7.39419,35.41861,8.74547,60.14069,25,0
12912,30-07-2022,16:00:00,6.28332,42.61595,24.38623,20.91417,24,0
12915,30-07-2022,17:00:00,5.93715,36.53028,4.10221,23.82818,24,0
12918,30-07-2022,18:00:00,7.05864,21.69061,22.13647,28.07779,25,0
12921,30-07-2022,19:00:00,5.64814,35.77457,14.79247,27.84674,27,0
12924,30-07-2022,20:00:00,6.73284,22.49335,7.52786,25.55652,29,0
12927,30-07-2022,21:00:00,6.13966,39.12867,24.29669,41.97894,28,0
12930,30-07-2022,22:00:00,5.04072,30.93389,8.29751,30.77062,25,0
12933,30-07-2022,23:00:00,5.03186,35.91639,21.03298,32.74255,24,0
12936,30-07-2022,00:00:00,5.78138,43.32524,20.33577,44.22453,24,0
12939,30-07-2022,01:00:00,7.37832,35.49458,13.13272,56.0821,24,0
12942,30-07-2022,02:00:00,4.79954,22.74424,14.29569,42.52723,26,0
12945,30-07-2022,03:00:00,7.06987,39.25476,17.39226,44.81441,26,0
12948,30-07-2022,04:00:00,6.44991,42.68843,11.24529,38.67031,26,0
12951,30-07-2022,05:00:00,6.62715,42.88821,23.37664,43.06543,25,0
12954,30-07-2022,06:00:00,4.68809,42.97507,21.67885,47.69743,24,0
12957,30-07-2022,07:00:00,6.64501,30.69872,9.34232,41.86052,24,0
12960,31-07-2022,08:00:00,5.49992,34.15781,11.26536,47.01417,24,0
12963,31-07-2022,09:00:00,6.18246,16.58979,23.56342,16.2528,25,0
12966,31-07-2022,10:00:00,4.7689,44.90707,13.68769,30.65927,28,0
12969,31-07-2022,11:00:00,5.4805,21.92193,16.69466,16.8007,28,0
12972,31-07-2022,12:00:00,7.2124,37.73556,19.34186,36.61348,26,0
12975,31-07-2022,13:00:00,5.57438,29.42235,13.4216,42.2737,25,0
12978,31-07-2022,14:00:00,4.65764,37.5779,19.67626,19.89012,24,0
12981,31-07-2022,15:00:00,5.66634,44.04907,23.80248,15.87983,24,0
12984,31-07-2022,16:00:00,5.46397,41.97152,10.40293,42.33183,27,0
12987,31-07-2022,17:00:00,6.35326,27.16176,25.45313,50.73703,28,0
12990,31-07-2022,18:00:00,6.77906,29.56418,3.67091,21.45224,28,0
12993,31-07-2022,19:00:00,5.79954,32.36709,6.29402,43.84738,26,0
12996,31-07-2022,20:00:00,6.59052,23.79955,24.03873,37.96583,24,0
12999,31-07-2022,21:00:00,5.02086,27.20228,13.13758,26.80224,23,0
13002,31-07-2022,22:00:00,5.44412,28.96556,22.71568,41.9771,23,0
13005,31-07-2022,23:00:00,6.36642,15.13109,15.67015,36.22811,24,0
13008,31-07-2022,00:00:00,6.387,40.44698,12.38202,18.88294,27,0
13011,31-07-2022,01:00:00,5.48929,30.52205,7.57565,58.60679,29,0
13014,31-07-2022,02:00:00,4.82458,25.50396,7.30841,37.85006,28,0
13017,31-07-2022,03:00:00,5.1138,38.89367,7.49712,58.68589,25,0
13020,31-07-2022,04:00:00,6.32349,26.14409,3.87166,31.85693,24,0
13023,31-07-2022,05:00:00,6.53322,43.79637,5.84771,28.21946,23,0
13026,31-07-2022,06:00:00,6.99826,33.58494,20.54897,16.93218,24,0
13029,31-07-2022,07:00:00,5.65689,35.02751,3.59004,35.26933,26,0
13032,01-08-2022,08:00:00,5.63778,33.18236,16.98585,31.49632,28,0
13035,01-08-2022,09:00:00,5.73594,42.19459,15.8277,40.77047,29,0
13038,01-08-2022,10:00:00,6.00481,42.69021,21.12173,45.68759,26,0
13041,01-08-2022,11:00:00,7.48413,42.74172,18.98424,49.90704,25,0
13044,01-08-2022,12:00:00,4.79141,33.77617,25.1599,44.66138,24,0
13047,01-08-2022,13:00:00,5.59377,26.23577,11.89785,42.38251,24,0
13050,01-08-2022,14:00:00,5.95716,40.2432,23.31551,51.12195,25,0
13053,01-08-2022,15:00:00,6.31156,39.29383,5.85441,31.57978,28,0
13056,01-08-2022,16:00:00,4.5231,26.01315,16.85483,23.06641,30,0
13059,01-08-2022,17:00:00,5.53617,44.38242,11.70177,29.18532,29,0
13062,01-08-2022,18:00:00,4.67095,39.75065,5.68178,48.5921,26,0
13065,01-08-2022,19:00:00,6.66281,34.98718,23.73281,37.7121,25,0
13068,01-08-2022,20:00:00,4.53638,26.24351,13.78187,25.5208,24,0
13071,01-08-2022,21:00:00,7.0299,36.6434,16.61725,33.20804,24,0
13074,01-08-2022,22:00:00,7.15965,32.06079,20.09512,47.55209,25,0
13077,01-08-2022,23:00:00,7.01644,33.03178,6.00639,46.02394,26,0
13080,01-08-2022,00:00:00,7.19768,35.77613,16.44708,49.92583,26,0
13083,01-08-2022,01:00:00,6.46684,24.76795,10.92565,33.24871,24,0
13086,01-08-2022,02:00:00,6.95567,25.25684,20.51453,20.23354,24,0
13089,01-08-2022,03:00:00,4.52951,32.81806,12.29827,36.77177,23,0
13092,01-08-2022,04:00:00,5.14376,27.9336,11.93234,18.46373,25,0
13095,01-08-2022,05:00:00,6.98938,32.31641,3.82763,37.95539,29,0
13098,01-08-2022,06:00:00,6.86623,17.71689,8.76105,58.10303,31,0
13101,01-08-2022,07:00:00,5.84975,26.45353,4.02101,33.50666,29,0
13104,02-08-2022,08:00:00,6.22386,28.79692,22.05065,39.97744,26,0
13107,02-08-2022,09:00:00,6.63093,39.24429,7.03693,38.89775,23,0
13110,02-08-2022,10:00:00,4.69798,36.31845,14.73498,24.34992,23,0
13113,02-08-2022,11:00:00,7.27425,15.12249,22.52675,57.11602,25,0
13116,02-08-2022,12:00:00,4.99162,43.52241,12.30136,35.12334,29,0
13119,02-08-2022,13:00:00,7.2873,27.92259,11.72333,36.46227,31,0
13122,02-08-2022,14:00:00,7.40113,41.30568,4.72753,60.18344,29,0
13125,02-08-2022,15:00:00,6.49452,40.64379,15.49212,38.58701,26,0
13128,02-08-2022,16:00:00,5.48931,21.56915,12.07894,57.25319,25,0
13131,02-08-2022,17:00:00,5.62681,24.06116,10.43758,20.45277,24,0
13134,02-08-2022,18:00:00,7.19837,21.32866,11.41286,56.19294,24,0
13137,02-08-2022,19:00:00,5.01881,23.4746,25.22562,44.27895,27,0
13140,02-08-2022,20:00:00,6.99629,36.37347,19.20697,29.88757,30,0
13143,02-08-2022,21:00:00,5.01953,38.40157,21.50701,53.19117,31,0
13146,02-08-2022,22:00:00,6.91141,42.93377,18.26953,15.8956,29,0
13149,02-08-2022,23:00:00,5.98789,31.41183,4.56626,41.88213,26,0
13152,02-08-2022,00:00:00,6.71463,21.40667,14.14025,48.79857,25,0
13155,02-08-2022,01:00:00,4.62548,22.2135,7.33575,36.50006,24,0
13158,02-08-2022,02:00:00,4.79413,40.06196,22.83071,53.69694,26,0
13161,02-08-2022,03:00:00,5.54293,30.00302,18.3586,41.44201,29,0
